ID,lat,lon,name,type,notes,marker
L880823,36.4021144,-76.9294453,Shoups Landing,hotspot,,small_blue
L1679084,35.892426,-82.8176906,Silvermine Trailhead,hotspot,,small_blue
L1292544,34.5824151,-78.4532404,Singletary Lake SP,hotspot,,small_blue
L679395,35.0111936,-80.829742,Six Mile Creek Greenway,hotspot,,small_blue
L144610,35.0141678,-78.2286148,Six Runs Creek,hotspot,,small_blue
L1741940,35.2039865,-82.1564712,Slater Sod Farm,hotspot,,small_blue
L357289,35.1282801,-78.9275837,Smith Lake,hotspot,,small_blue
L974292,34.5364257,-77.4292159,Sneads Ferry WTP,hotspot,,small_blue
L1447149,35.3436521,-83.8915178,Snowbird Lodge,hotspot,,small_blue
L868756,35.9036296,-78.9747611,South Durham WRF,hotspot,,small_blue
L1515271,36.0077904,-78.9035123,South Ellerbe Creek Trail,hotspot,,small_blue
L1398970,36.0370445,-79.4066523,South Graham Park,hotspot,,small_blue
L447127,35.5855026,-81.6489315,South Mountains SP,hotspot,,small_blue
L447335,35.8861165,-75.582853,South Nags Head,hotspot,,small_blue
L2081254,35.4795086,-80.8277893,South Prong Rocky River Greenway--Westmoreland Farms,hotspot,,small_blue
L528908,34.3448534,-77.6596069,South Topsail Beach,hotspot,,small_blue
L663251,33.9235629,-78.0188942,Southport (NCAT),hotspot,,small_blue
L935876,33.916712,-78.0188486,Southport Water Overlook,hotspot,,small_blue
L935886,33.9346014,-77.994411,Southport-Fort Fisher Ferry Parking Lot,hotspot,,small_blue
L591551,33.9350286,-77.9813004,Southport-Ft Fisher Ferry,hotspot,,small_blue
L1069979,35.6379588,-81.2239194,Southside Park (Newton),hotspot,,small_blue
L1265715,35.9470474,-79.873395,Southwest Park,hotspot,,small_blue
L1234502,35.2553433,-79.3886662,Spring Valley Lake,hotspot,,small_blue
L1336001,34.7437005,-79.4829521,St. Andrews College Lake,hotspot,,small_blue
L986035,35.7786021,-81.2843764,St. Stephens Park,hotspot,,small_blue
L1360691,35.7348579,-81.0939655,Stagecoach Rd.,hotspot,,small_blue
L2166330,35.8831741,-78.960371,Stagecoach Rd.--Railway easement,hotspot,,small_blue
L879792,35.8861295,-78.9604139,Stagecoach Road,hotspot,,small_blue
L998190,35.8849543,-78.9657537,Stagecoach Road Waterfowl Impoundment,hotspot,,small_blue
L738254,35.3638559,-83.7095547,Stecoah Gap--Forest Service Rd.,hotspot,,small_blue
L2207684,35.3826822,-78.0410814,Stevens Mill Rd.--fields south of Neuse Correctional Institute,hotspot,,small_blue
L358717,36.3914403,-81.0660553,Stone Mountain SP,hotspot,,small_blue
L994666,35.8821483,-82.7140045,Straddle Top Mountain,hotspot,,small_blue
L588338,34.5506803,-77.450695,Stump Sound Park,hotspot,,small_blue
L1065851,35.6866928,-75.752552,Stumpy Point Bay,hotspot,,small_blue
L608706,35.2728383,-80.7997227,Sugar Creek Park & Recreation Center,hotspot,,small_blue
L1407100,36.1259232,-81.8596408,Sugar Mountain Ski Resort,hotspot,,small_blue
L689956,34.8133805,-78.6436472,Suggs Mill Pond,hotspot,,small_blue
L1369790,34.2198393,-77.8150234,Summer Rest Trail,hotspot,,small_blue
L469291,33.8715558,-78.5078716,Sunset Beach,hotspot,,small_blue
L1021463,33.8660683,-78.5065842,Sunset Beach--Pier,hotspot,,small_blue
L749576,33.8833136,-78.526926,Sunset Beach--Twin Lakes,hotspot,,small_blue
L905897,35.0497785,-83.1853867,Sunset Rock,hotspot,,small_blue
L588337,34.4103087,-77.571373,Surf City,hotspot,,small_blue
L1067955,34.4230272,-77.5436625,Surf City Pier,hotspot,,small_blue
L1065869,35.4032147,-76.3412331,Swanquarter Ferry Terminal,hotspot,,small_blue
L669141,35.424857,-76.37503,Swanquarter NWR,hotspot,,small_blue
L1826335,35.3179182,-76.2707865,Swanquarter NWR--Great Island,hotspot,,small_blue
L813435,35.7187294,-78.7528807,Swift Creek Bluffs,hotspot,,small_blue
L837041,34.2710133,-77.7875805,Sycamore Bend,hotspot,,small_blue
L965099,36.1447541,-77.4143887,Sylvan Heights Waterfowl Park,hotspot,,small_blue
L1445156,35.8426874,-81.8328708,Table Rock Fish Hatchery,hotspot,,small_blue
L578967,35.2747741,-83.6915302,Tallulah Bog,hotspot,,small_blue
L1239426,36.0932728,-79.8430538,Tanger Family Bicentennial Garden,hotspot,,small_blue
L389553,36.016407,-80.4116821,Tanglewood County Park,hotspot,,small_blue
L1647061,35.889142,-77.8954343,Tar River Reservoir,hotspot,,small_blue
L1335180,35.882519,-77.9270134,Tar River Reservoir--Sapony Creek arm,hotspot,,small_blue
L518504,35.9603272,-77.7975368,Tar River Trail--Battle Park,hotspot,,small_blue
L1879793,35.9568634,-77.8089095,Tar River Trail--Sunset Park to SR 43 Bridge,hotspot,,small_blue
L515591,35.2535396,-83.8092041,Tatham Gap,hotspot,,small_blue
L144612,35.0313873,-78.2088852,Ten Mile Swamp - Beulah Church,hotspot,,small_blue
L144611,35.0261116,-78.1761093,Ten Mile Swamp - Thompson Rd.,hotspot,,small_blue
L998112,35.6689906,-78.708709,Ten-Ten Road Pond,hotspot,,small_blue
L626459,35.0685724,-83.380394,Tessentee Bottom Preserve,hotspot,,small_blue
L1411043,35.2653882,-79.3715251,Thagards Lake,hotspot,,small_blue
L1790779,35.9008646,-78.8592787,The Hamner Institutes,hotspot,,small_blue
L743064,35.2784177,-79.3335414,The Heritage,hotspot,,small_blue
L764946,34.6961072,-76.8325002,Theodore Roosevelt State Natural Area,hotspot,,small_blue
L440087,35.6231168,-79.9401283,Thornberg Farm,hotspot,,small_blue
L1048977,35.1315969,-82.6646948,Thunder Lake,hotspot,,small_blue
L1111500,35.300101,-80.7420444,Toby Creek Greenway,hotspot,,small_blue
L1067952,34.3639799,-77.6265106,Topsail Island Pier,hotspot,,small_blue
L247876,34.4191699,-77.5851924,Topsail Sound,hotspot,,small_blue
L491740,35.4032706,-80.8819056,Torrence Creek Greenway,hotspot,,small_blue
L1275353,35.712299,-79.1862667,Town Lake Park,hotspot,,small_blue
L860374,35.2566586,-82.7077818,Transylvania Community Hospital Fields,hotspot,,small_blue
L2196826,35.2175405,-83.1051135,Trout Creek Rd.--east end,hotspot,,small_blue
L523242,36.15305,-81.70315,Trout Lake,hotspot,,small_blue
L1424698,35.5397844,-82.4157947,Troyer Amish Store,hotspot,,small_blue
L1466987,35.282503,-81.014473,Tuckaseege Park,hotspot,,small_blue
L633384,35.4842962,-80.1756048,Tuckertown Dam,hotspot,,small_blue
L144613,35.0141678,-78.1513901,Turkey Creek - Carroll's,hotspot,,small_blue
L1872110,35.8676737,-77.5210022,U.S.64/NC33 pond,hotspot,,small_blue
L714664,35.9142529,-79.0492916,UNC Chapel Hill - Coker Arboretum,hotspot,,small_blue
L506042,35.9146005,-79.0424466,UNC Chapel Hill--Battle Park,hotspot,,small_blue
L886000,35.3096271,-80.7374096,UNC Charlotte,hotspot,,small_blue
L487086,34.2356832,-77.9538345,USS North Carolina Memorial,hotspot,,small_blue
L1334627,35.8737579,-78.7671995,Umstead SP--Big Lake,hotspot,,small_blue
L974743,35.8388291,-78.7456656,Umstead SP--Reedy Creek Lake,hotspot,,small_blue
L2105707,35.8337496,-78.7277269,Umstead SP--Turkey Creek Trail,hotspot,,small_blue
L1537524,34.9795285,-80.4734855,Union Co. Master Gardeners Teaching Garden,hotspot,,small_blue
L998192,35.9020105,-79.0968289,University Lake,hotspot,,small_blue
L1835205,35.3123853,-80.7498769,University Lake,hotspot,,small_blue
L1233473,34.8390622,-80.6608057,Upper Cane Creek Reservoir--Marsh,hotspot,,small_blue
L1511833,35.4397877,-80.0719229,Uwharrie NF--Arrowhead Campground,hotspot,,small_blue
L1264959,35.636123,-79.9035001,Uwharrie NF--Birkhead Mountain Trail,hotspot,,small_blue
L1666131,35.5041965,-80.1037778,Uwharrie NF--Circle Drive Boat Access,hotspot,,small_blue
L1587681,35.4561029,-80.0773566,Uwharrie NF--King's Mountain Point,hotspot,,small_blue
L1281584,35.5748129,-79.9454069,Uwharrie NF--Robbins Branch Trail,hotspot,,small_blue
L1029550,35.6215819,-79.9403,Uwharrie NF--Thornburg Tract,hotspot,,small_blue
L424469,36.2099687,-81.7768836,Valle Crucis Community Park,hotspot,,small_blue
L1028577,35.2202752,-80.7452631,Vernedale Ponds,hotspot,,small_blue
L198987,35.8670529,-76.7393318,Vernon James Research Center,hotspot,,small_blue
L793642,35.4684995,-77.1995544,Voice of America Site B,hotspot,,small_blue
L358674,36.1334383,-81.2287903,W Kerr Scott Reservoir--Dam,hotspot,,small_blue
L358681,36.12609,-81.2359571,W Kerr Scott--Wilkes Skyline Marina,hotspot,,small_blue
L1336054,36.1114386,-81.2994117,W. Kerr Scott Reservoir--Mountain View Overlook,hotspot,,small_blue
L1030578,35.3605836,-80.5850601,WW Flowe Park,hotspot,,small_blue
L1636351,34.0135122,-78.6328169,Waccamaw River--NC904,hotspot,,small_blue
L1284835,34.1779061,-77.8790277,Wade Park,hotspot,,small_blue
L1518074,35.2267739,-80.9872928,Walker's Ferry Rd. Cove,hotspot,,small_blue
L1759536,35.3980883,-80.7680746,Wallace Farms (Private),hotspot,,small_blue
L1428401,36.2944465,-80.1324209,Walnut Cove Wastewater Treatment Plant wetland,hotspot,,small_blue
L1236852,35.7332883,-82.6565623,Walnut Island River Park,hotspot,,small_blue
L1820281,35.8438625,-75.6222862,Wanchese Harbor,hotspot,,small_blue
L1907940,35.8355736,-75.6193451,Wanchese Marshes,hotspot,,small_blue
L596716,35.6088129,-82.4315357,Warren Wilson College/Owen Park,hotspot,,small_blue
L1135330,35.2377416,-82.2085905,Weaverbarton Shuford Memorial Wildlife Sanctuary,hotspot,,small_blue
L1131638,35.4237838,-82.5414419,Wesfeldt Park,hotspot,,small_blue
L1537460,35.4619602,-80.7759512,West Branch Nature Preserve,hotspot,,small_blue
L998195,35.6674566,-78.7574608,West Lake Road Ponds,hotspot,,small_blue
L2135777,35.515098,-81.453438,West Lincoln Park,hotspot,,small_blue
L998196,36.0693043,-78.909467,West Point of the Eno Park,hotspot,,small_blue
L1981137,35.5809872,-82.4933285,Western North Carolina Nature Center,hotspot,,small_blue
L130756,35.1559334,-79.3689194,Weymouth Woods Nature Preserve,hotspot,,small_blue
L1334633,35.6913206,-75.9778271,Whipping Creek Lake,hotspot,,small_blue
L1244531,34.6414938,-78.4972687,White Lake,hotspot,,small_blue
L1192238,35.7772094,-78.9002037,White Oak Creek Greenway--West side,hotspot,,small_blue
L998197,35.7549547,-78.959163,White Oak Creek Swamp,hotspot,,small_blue
L1527468,35.7772843,-78.8890115,White Oak Greenway--Wetland,hotspot,,small_blue
L1495558,34.7631761,-77.1503644,White Oak River Impoundment,hotspot,,small_blue
L998198,35.6149325,-79.159363,White Pines Nature Preserve,hotspot,,small_blue
L720195,35.0839556,-83.1359482,Whiteside Mountain,hotspot,,small_blue
L1401097,35.6876317,-77.9520949,Wiggins Mill Reservoir--Wiggins Mill Rd.,hotspot,,small_blue
L1371282,36.1365507,-81.1796999,Wilkes Community College campus,hotspot,,small_blue
L279127,35.853,-78.747,William B. Umstead SP,hotspot,,small_blue
L2161941,35.9454802,-79.3219167,William Nealy Memorial Haw River Trail Access,hotspot,,small_blue
L718178,34.0121733,-77.8991979,Wilmington Beach Jetty,hotspot,,small_blue
L629099,36.0313318,-81.8385315,Wilson Creek Wilderness Area,hotspot,,small_blue
L1028580,35.1784036,-80.8407497,Wing Haven Gardens and Bird Sanctuary,hotspot,,small_blue
L1542685,36.0742252,-77.4019238,Winslow Sod Farm,hotspot,,small_blue
L1961770,36.1168689,-80.2032852,Winston Lake,hotspot,,small_blue
L477772,36.0151574,-75.6679058,Wright Brothers National Monument,hotspot,,small_blue
L357297,34.2144993,-77.7905846,Wrightsville Beach,hotspot,,small_blue
L512561,34.2177642,-77.8130722,Wrightsville Beach Causeway,hotspot,,small_blue
L1054424,34.1870979,-77.8114414,Wrightsville Beach--Masonboro Inlet,hotspot,,small_blue
L1395137,34.2296334,-77.7808486,Wrightsville Beach--Station 2,hotspot,,small_blue
L1561627,36.1137478,-80.6355989,Yadkin County Park,hotspot,,small_blue
L792431,36.1290017,-81.204071,Yadkin River Greenway--Becky's Park,hotspot,,small_blue
L1522489,35.990081,-81.558355,Yadkin River Greenway--Happy Valley,hotspot,,small_blue
L358722,36.1544051,-81.1591816,Yadkin River Greenway--Mulberry Fields,hotspot,,small_blue
L486971,35.7190698,-78.6884165,Yates Mill County Park,hotspot,,small_blue
L581291,35.724357,-80.3908253,York Hill Yadkin River Access,hotspot,,small_blue
L2096774,35.1237785,-80.8395535,stakeout Bullock's Oriole Charlotte (2012-13),hotspot,,small_blue
L2066772,34.6630227,-77.0511532,"stakeout Heron Roost, behind Food Lion Plaza, Emerald Isle (2013)",hotspot,,small_blue
abbey-nature-preserve,34.3211111,-77.76555556,Abbey Nature Preserve,ncbt,,small_red
airlie-gardens,34.215,-77.82944444,Airlie Gardens,ncbt,,small_red
alcoa-game-land-newsom-road,35.53694444,-80.19138889,Alcoa Game Land - Newsom Road,ncbt,,small_red
all-american-trail,35.04111111,-79.23277778,All American Trail,ncbt,,small_red
alligator-river-national-wildlife-refuge,35.86388889,-75.86055556,Alligator River National Wildlife Refuge,ncbt,,small_red
anderson-point-park,35.77472222,-78.54222222,Anderson Point Park,ncbt,,small_red
bakers-mountain-park,35.65583333,-81.41527778,Bakers Mountain Park,ncbt,,small_red
bakersville-creek-walk,36.015,-82.15777778,Bakersville Creek Walk,ncbt,,small_red
bald-head-island,33.87638889,-78.00111111,Bald Head Island,ncbt,,small_red
bay-tree-lake-state-park,34.68388888,-78.42916667,Bay Tree Lake State Park,ncbt,,small_red
beaver-lake-bird-sanctuary,35.63361111,-82.55666667,Beaver Lake Bird Sanctuary,ncbt,,small_red
bennetts-millpond,36.13888889,-76.66527778,Bennett's Millpond,ncbt,,small_red
big-creek,35.76,-83.10555556,Big Creek,ncbt,,small_red
biltmore-estate,35.56166667,-82.55277778,Biltmore Estate,ncbt,,small_red
black-mountains,35.73444444,-82.34416667,Black Mountains,ncbt,,small_red
blue-jay-point-county-park,35.96833333,-78.64361111,Blue Jay Point County Park,ncbt,,small_red
boiling-spring-lakes-preserve,34.02277778,-78.06388889,Boiling Spring Lakes Preserve,ncbt,,small_red
boone-greenway,36.20305556,-81.6525,Boone Greenway,ncbt,,small_red
boones-cave-park,35.79888889,-80.4675,Boone's Cave Park,ncbt,,small_red
brevard-hike-and-bike-path-including-hospital-fields,35.25666667,-82.70555556,Brevard Hike and Bike Path including Hospital Fields,ncbt,,small_red
broad-river-greenway,35.20527778,-81.66083333,Broad River Greenway,ncbt,,small_red
brunswick-community-college,34.03805556,-78.22972223,Brunswick Community College,ncbt,,small_red
brunswick-town-fort-anderson-state-historic-site,34.04000001,-77.94694443,Brunswick Town - Fort Anderson State Historic Site,ncbt,,small_red
buckeye-lake-recreation-area,36.22,-81.90472222,Buckeye Lake Recreation Area,ncbt,,small_red
bull-creek,35.64805556,-82.49083333,Bull Creek,ncbt,,small_red
bur-mil-park,36.16972222,-79.8675,Bur-Mil Park,ncbt,,small_red
cabin-lake-county-park,34.98083333,-77.78555556,Cabin Lake County Park,ncbt,,small_red
calico-creek-boardwalk,34.72666666,-76.72916668,Calico Creek Boardwalk,ncbt,,small_red
calloway-forest,35.01222222,-79.30972222,Calloway Forest,ncbt,,small_red
cane-creek-park,34.84194444,-80.68388889,Cane Creek Park,ncbt,,small_red
cape-fear-botanical-garden,35.05583333,-78.85916667,Cape Fear Botanical Garden,ncbt,,small_red
cape-fear-river-trail,35.08777778,-78.87083333,Cape Fear River Trail,ncbt,,small_red
cape-hatteras-national-seashore-bodie-island,35.81777778,-75.56416668,Cape Hatteras National Seashore - Bodie Island,ncbt,,small_red
cape-hatteras-national-seashore-hatteras-island,35.25138889,-75.52722223,Cape Hatteras National Seashore - Hatteras Island,ncbt,,small_red
cape-hatteras-national-seashore-ocracoke-island,35.13444445,-75.90555555,Cape Hatteras National Seashore - Ocracoke Island,ncbt,,small_red
cape-lookout-point-cape-lookout-national-seashore,34.62277778,-76.52444445,"Cape Lookout Point, Cape Lookout National Seashore",ncbt,,small_red
carl-sandburg-home-national-historic-site,35.27277778,-82.45277778,Carl Sandburg Home National Historic Site,ncbt,,small_red
carolina-beach-state-park,34.04694443,-77.90694445,Carolina Beach State Park,ncbt,,small_red
carolina-raptor-center,35.35083333,-80.91777778,Carolina Raptor Center,ncbt,,small_red
carvers-creek-state-park,35.17305556,-78.88666667,Carvers Creek State Park,ncbt,,small_red
cashie-wetlands-walk,35.99972222,-76.94527779,Cashie Wetlands Walk,ncbt,,small_red
caswell-game-land,36.3575,-79.34361111,Caswell Game Land,ncbt,,small_red
cataloochee-ranch,35.55014,-83.09231,Cataloochee Ranch,ncbt,,small_red
catawba-college-ecological-preserve,35.68944444,-80.48055556,Catawba College Ecological Preserve,ncbt,,small_red
catawba-river-and-freedom-trail-greenways,35.74027778,-81.71805556,Catawba River and Freedom Trail Greenways,ncbt,,small_red
catherine-creek-warwick-creek-paddle-trail,36.31388889,-76.65666666,Catherine Creek/Warwick Creek Paddle Trail,ncbt,,small_red
cedar-island-national-wildlife-refuge,34.95499999,-76.2775,Cedar Island National Wildlife Refuge,ncbt,,small_red
cedarock-park,35.98388889,-79.44638889,Cedarock Park,ncbt,,small_red
cedar-point-tideland-trail,34.69166667,-77.0863889,Cedar Point Tideland Trail,ncbt,,small_red
charles-d-owen-park,35.61,-82.42944444,Charles D. Owen Park,ncbt,,small_red
cherohala-skyway,35.345,-83.89333333,Cherohala Skyway,ncbt,,small_red
cherry-branch-minnesott-ferry,34.93499999,-76.81111111,Cherry Branch - Minnesott Ferry,ncbt,,small_red
chimney-rock-state-park,35.43222222,-82.24944444,Chimney Rock State Park,ncbt,,small_red
chinqua-penn-walking-trail,36.38277778,-79.70083333,Chinqua-Penn Walking Trail,ncbt,,small_red
clemmons-educational-state-forest,35.67944444,-78.48722222,Clemmons Educational State Forest,ncbt,,small_red
cliffs-of-the-neuse-state-park,35.23972222,-77.88472223,Cliffs of the Neuse State Park,ncbt,,small_red
contentnea-creek-paddle-trail,35.41277777,-77.49777777,Contentnea Creek Paddle Trail,ncbt,,small_red
cottages-at-spring-house-farm,35.54194444,-82.08916667,Cottages at Spring House Farm,ncbt,,small_red
cowans-ford-wildlife-refuge,35.38138889,-80.96138889,Cowan's Ford Wildlife Refuge,ncbt,,small_red
crabtree-meadows,35.81222222,-82.14277778,Crabtree Meadows,ncbt,,small_red
cradle-of-forestry-in-america,35.35055556,-82.77861111,Cradle of Forestry in America,ncbt,,small_red
craggy-gardens,35.69805556,-82.39861111,Craggy Gardens,ncbt,,small_red
croatan-national-forest-island-creek-forest-walk,35.02694444,-77.13555557,Croatan National Forest - Island Creek Forest Walk,ncbt,,small_red
croatan-national-forest-millis-and-pringle-roads,34.77111111,-76.93055556,Croatan National Forest - Millis and Pringle Roads,ncbt,,small_red
croatan-national-forest-neusiok-trail,34.93861111,-76.82166666,Croatan National Forest - Neusiok Trail,ncbt,,small_red
crowder-district-park,35.694004,-78.76533,Crowder District Park,ncbt,,small_red
crowders-mountain-state-park,35.21333333,-81.29361111,Crowders Mountain State Park,ncbt,,small_red
css-neuse-state-historic-site,35.26666667,-77.62138889,CSS Neuse State Historic Site,ncbt,,small_red
cumberland-knob,36.55305556,-80.90861111,Cumberland Knob,ncbt,,small_red
currituck-banks-national-estuarine-research-reserve,36.38888888,-75.83055556,Currituck Banks National Estuarine Research Reserve,ncbt,,small_red
currituck-national-wildlife-refuge,36.38888888,-75.83055556,Currituck National Wildlife Refuge,ncbt,,small_red
dan-nicholas-park,35.63222222,-80.35638889,Dan Nicholas Park,ncbt,,small_red
dan-river,36.47472222,-79.75,Dan River,ncbt,,small_red
davidson-river,35.28472222,-82.72722222,Davidson River,ncbt,,small_red
devils-courthouse,35.305,-82.89944444,Devil's Courthouse,ncbt,,small_red
dismal-swamp-canal-trail,36.50694445,-76.35472222,Dismal Swamp Canal Trail,ncbt,,small_red
dismal-swamp-state-park,36.50694445,-76.35472222,Dismal Swamp State Park,ncbt,,small_red
doughton-park,36.43361111,-81.17722222,Doughton Park,ncbt,,small_red
duke-forest,35.97777778,-79.02888889,Duke Forest,ncbt,,small_red
dunn-erwin-trail,35.32638889,-78.63055556,Dunn Erwin Trail,ncbt,,small_red
dunns-mountain-history-and-nature-preserve,35.62555556,-80.42527778,Dunn's Mountain History and Nature Preserve,ncbt,,small_red
dupont-state-forest,35.19111111,-82.62277778,DuPont State Forest,ncbt,,small_red
durant-nature-park,35.89472222,-78.57861111,Durant Nature Park,ncbt,,small_red
eagle-point-nature-preserve,35.60388889,-80.26666667,Eagle Point Nature Preserve,ncbt,,small_red
eastern-4-h-environmental-education-conference-center,35.93555556,-76.35666666,Eastern 4-H Environmental Education Conference Center,ncbt,,small_red
eb-jeffress-park,36.24611111,-81.45805556,E.B. Jeffress Park,ncbt,,small_red
edenton-national-fish-hatchery,36.05694444,-76.63694443,Edenton National Fish Hatchery,ncbt,,small_red
elk-knob-state-park,36.3325,-81.68944444,Elk Knob State Park,ncbt,,small_red
emerald-isle-woods,34.65861112,-77.06805557,Emerald Isle Woods,ncbt,,small_red
eno-river-state-park,36.078,-79.00694444,Eno River State Park,ncbt,,small_red
ev-henwood-nature-preserve,34.16916666,-78.11555556,Ev-Henwood Nature Preserve,ncbt,,small_red
falls-lake-state-recreation-area-beaverdam-reservoir,36.04222222,-78.68361111,Falls Lake State Recreation Area - Beaverdam Reservoir,ncbt,,small_red
falls-lake-state-recreation-area-holly-point-shinleaf,35.99472222,-78.65555556,Falls Lake State Recreation Area - Holly Point / Shinleaf,ncbt,,small_red
falls-lake-state-recreation-area-rollingview,36.02277778,-78.72777778,Falls Lake State Recreation Area - Rollingview,ncbt,,small_red
falls-lake-state-recreation-area-sandling-beach,36.03916667,-78.71083333,Falls Lake State Recreation Area - Sandling Beach,ncbt,,small_red
falls-lake-state-recreation-area-woodpecker-ridge,36.02333333,-78.69527778,Falls Lake State Recreation Area - Woodpecker Ridge,ncbt,,small_red
falls-lake-tailrace-fishing-area,35.94,-78.5807,Falls Lake Tailrace Fishing Area,ncbt,,small_red
falls-lake-trail,35.942,-78.582,Falls Lake Trail,ncbt,,small_red
ferguson-fields-kituwah-farm,35.43888889,-83.4025,Ferguson Fields (Kituwah Farm),ncbt,,small_red
fires-creek-picnic-area,35.09583333,-83.85861111,Fires Creek Picnic Area,ncbt,,small_red
fontana-village,35.43277778,-83.82194444,Fontana Village,ncbt,,small_red
foothills-equestrian-nature-center,35.20055556,-82.17472222,Foothills Equestrian Nature Center,ncbt,,small_red
fort-fisher-state-historic-site,33.97166668,-77.9175,Fort Fisher State Historic Site,ncbt,,small_red
fort-fisher-state-recreation-area,33.96444444,-77.9225,Fort Fisher State Recreation Area,ncbt,,small_red
fort-macon-state-park,34.69694444,-76.67777778,Fort Macon State Park,ncbt,,small_red
franklin-county-nature-preserve,36.02388889,-78.35388889,Franklin County Nature Preserve,ncbt,,small_red
frank-liske-park,35.36305556,-80.6225,Frank Liske Park,ncbt,,small_red
freedom-park-and-charlotte-nature-museum,35.1925,-80.8425,Freedom Park and Charlotte Nature Museum,ncbt,,small_red
french-broad-river-greenway,35.56916667,-82.56416667,French Broad River Greenway,ncbt,,small_red
glenn-c-hilton-jr-memorial-park,35.76194444,-81.35555556,"Glenn C. Hilton, Jr. Memorial Park",ncbt,,small_red
goose-creek-game-land-spring-creek-impoundment,35.26722001,-76.61722001,Goose Creek Game Land - Spring Creek Impoundment,ncbt,,small_red
goose-creek-state-park,35.47833334,-76.90249999,Goose Creek State Park,ncbt,,small_red
gorges-state-park,35.10083333,-82.95916667,Gorges State Park,ncbt,,small_red
grandfather-mountain,36.09583333,-81.83166667,Grandfather Mountain,ncbt,,small_red
greenfield-park,34.21416666,-77.9438889,Greenfield Park,ncbt,,small_red
green-river-game-land,35.29111111,-82.32472222,Green River Game Land,ncbt,,small_red
green-swamp-preserve,34.09277778,-78.29916666,Green Swamp Preserve,ncbt,,small_red
green-valley-park,36.28777778,-81.61138889,Green Valley Park,ncbt,,small_red
guilford-courthouse-national-military-park,36.13111111,-79.84638889,Guilford Courthouse National Military Park,ncbt,,small_red
gull-rock-game-land,35.37805556,-76.11222222,Gull Rock Game Land,ncbt,,small_red
hammocks-beach-state-park-bear-island-and-huggins-island,34.67083333,-77.14305557,Hammocks Beach State Park - Bear Island and Huggins Island,ncbt,,small_red
hanging-rock-state-park,36.395,-80.26638889,Hanging Rock State Park,ncbt,,small_red
harkers-island-nature-trail,34.68527779,-76.52722222,Harkers Island Nature Trail,ncbt,,small_red
harris-lake-county-park,35.62138889,-78.92583333,Harris Lake County Park,ncbt,,small_red
haw-river-state-park,36.25,-79.75666667,Haw River State Park,ncbt,,small_red
haw-river-trail-glencoe-access,36.13666667,-79.42694444,Haw River Trail - Glencoe Access,ncbt,,small_red
heintooga-spur-road,35.5725,-83.17944444,Heintooga Spur Road,ncbt,,small_red
hemlock-bluffs-nature-preserve,35.73333333,-78.78333333,Hemlock Bluffs Nature Preserve,ncbt,,small_red
hickory-city-park-geitner-park-greenway,35.75722222,-81.36861111,Hickory City Park-Geitner Park Greenway,ncbt,,small_red
high-hampton-inn-and-country-club-,35.09855,-83.08628,High Hampton Inn and Country Club,ncbt,,small_red
highlands-nature-center,35.05222222,-83.18805556,Highlands Nature Center,ncbt,,small_red
high-ridge-gardens,34.93388889,-80.30694444,High Ridge Gardens,ncbt,,small_red
hill-forest,36.19916667,-78.89527778,Hill Forest,ncbt,,small_red
hinson-lake,34.93861111,-79.75027778,Hinson Lake,ncbt,,small_red
historic-bethabara-park,36.15472222,-80.29611111,Historic Bethabara Park,ncbt,,small_red
historic-hope-plantation,36.03333333,-77.01750001,Historic Hope Plantation,ncbt,,small_red
historic-orchard-at-altapass,35.87861111,-82.02444444,Historic Orchard at Altapass,ncbt,,small_red
historic-yates-mill-county-park,35.72027778,-78.68722222,Historic Yates Mill County Park,ncbt,,small_red
holly-shelter-game-land-greentree-impoundment,34.54861112,-77.81611112,Holly Shelter Game Land - Greentree Impoundment,ncbt,,small_red
holly-shelter-game-land-southeast-gate,34.40944443,-77.65722222,Holly Shelter Game Land - Southeast Gate,ncbt,,small_red
hoop-pole-creek-natural-area,34.70111111,-76.75194443,Hoop Pole Creek Natural Area,ncbt,,small_red
howell-woods-environmental-learning-center,35.37056,-78.30583001,Howell Woods Environmental Learning Center,ncbt,,small_red
indian-trail-park-west-ellerbe-creek-trail-17-acre-wood-pres,36.02444444,-78.92916667,Indian Trail Park - West Ellerbe Creek Trail/17 Acre Wood Preserve,ncbt,,small_red
inn-on-mill-creek,35.64277778,-82.25583333,Inn on Mill Creek,ncbt,,small_red
jackson-farm,35.1463889,-78.53416668,Jackson Farm,ncbt,,small_red
jackson-park,35.31833333,-82.44638889,Jackson Park,ncbt,,small_red
j-bayard-clark-park,35.08777778,-78.87083333,J. Bayard Clark Park,ncbt,,small_red
jockeys-ridge-state-park,35.96416667,-75.6325,Jockey's Ridge State Park,ncbt,,small_red
john-c-campbell-folk-school,35.03916667,-83.96361111,John C. Campbell Folk School,ncbt,,small_red
johnston-mill-nature-preserve,35.99527778,-79.05416667,Johnston Mill Nature Preserve,ncbt,,small_red
jones-lake-state-park,34.68166667,-78.59555557,Jones Lake State Park,ncbt,,small_red
jordan-lake-educational-state-forest,35.77388889,-79.04166667,Jordan Lake Educational State Forest,ncbt,,small_red
jordan-lake-state-recreation-area-ebenezer-church,35.70777778,-79.02638889,Jordan Lake State Recreation Area - Ebenezer Church,ncbt,,small_red
