birdID,siteNumber,commonName,scientificName,spring,summer,fall,winter,comment
40801,245,Kentucky Warbler,Oporornis formosus,4,4,2,NULL,NULL
40802,245,Common Yellowthroat,Geothlypis trichas,5,5,5,NULL,NULL
40803,245,Hooded Warbler,Wilsonia citrina,5,5,4,NULL,NULL
40804,245,Wilson's Warbler,Wilsonia pusilla,1,NULL,1,NULL,NULL
40805,245,Canada Warbler,Wilsonia canadensis,3,NULL,3,NULL,NULL
40806,245,Yellow-breasted Chat,Icteria virens,2,2,2,NULL,NULL
40807,245,Summer Tanager,Piranga rubra,4,4,4,NULL,NULL
40808,245,Scarlet Tanager,Piranga olivacea,4,4,4,NULL,NULL
40809,245,Eastern Towhee,Pipilo erythrophthalmus,4,4,4,4,NULL
40810,245,Chipping Sparrow,Spizella passerina,4,4,4,2,NULL
40811,245,Field Sparrow,Spizella pusilla,2,2,2,2,NULL
40812,245,Savannah Sparrow,Passerculus sandwichensis,2,NULL,2,2,NULL
40813,245,Fox Sparrow,Passerella iliaca,NULL,NULL,NULL,3,NULL
40814,245,Song Sparrow,Melospiza melodia,4,NULL,4,5,NULL
40815,245,Swamp Sparrow,Melospiza georgiana,4,NULL,4,2,NULL
40816,245,White-throated Sparrow,Zonotrichia albicollis,5,NULL,4,5,NULL
40817,245,White-crowned Sparrow,Zonotrichia leucophrys,3,NULL,3,3,NULL
40818,245,Dark-eyed Junco,Junco hyemalis,5,NULL,5,5,NULL
40819,245,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
40820,245,Rose-breasted Grosbeak,Pheucticus ludovicianus,4,NULL,4,NULL,NULL
40821,245,Blue Grosbeak,Passerina caerulea,2,2,2,NULL,NULL
40822,245,Indigo Bunting,Passerina cyanea,4,4,4,NULL,NULL
40823,245,Bobolink,Dolichonyx oryzivorus,2,NULL,3,NULL,NULL
40824,245,Red-winged Blackbird,Agelaius phoeniceus,2,2,2,3,NULL
40825,245,Eastern Meadowlark,Sturnella magna,2,2,2,3,NULL
40826,245,Rusty Blackbird,Euphagus carolinus,NULL,NULL,3,1,NULL
40827,245,Common Grackle,Quiscalus quiscula,2,2,2,3,NULL
40828,245,Brown-headed Cowbird,Molothrus ater,2,2,2,3,NULL
40829,245,Orchard Oriole,Icterus spurius,4,4,NULL,NULL,NULL
40830,245,Baltimore Oriole,Icterus galbula,2,NULL,4,NULL,NULL
40831,245,Purple Finch,Carpodacus purpureus,NULL,NULL,1,3,NULL
40832,245,House Finch,Carpodacus mexicanus,2,2,2,2,NULL
40833,245,Pine Siskin,Carduelis pinus,1,NULL,NULL,3,NULL
40834,245,American Goldfinch,Carduelis tristis,4,4,4,4,NULL
40835,246,Canada Goose,Branta canadensis,5,5,5,5,NULL
40836,246,Wood Duck,Aix sponsa,2,2,2,2,NULL
40837,246,Gadwall,Anas strepera,2,NULL,2,2,NULL
40838,246,American Wigeon,Anas americana,2,NULL,2,2,NULL
40839,246,American Black Duck,Anas rubripes,2,NULL,2,2,NULL
40840,246,Mallard,Anas platyrhynchos,5,5,5,5,NULL
40841,246,Blue-winged Teal,Anas discors,4,NULL,4,NULL,NULL
40842,246,Green-winged Teal,Anas crecca,4,NULL,4,4,NULL
40843,246,Canvasback,Aythya valisineria,3,NULL,3,3,NULL
40844,246,Redhead,Aythya americana,3,NULL,3,3,NULL
40845,246,Ring-necked Duck,Aythya collaris,4,NULL,4,5,NULL
40846,246,Greater Scaup,Aythya marila,3,NULL,3,3,NULL
40847,246,Lesser Scaup,Aythya affinis,2,NULL,2,4,NULL
40848,246,Bufflehead,Bucephala albeola,4,NULL,4,5,NULL
40849,246,Hooded Merganser,Lophodytes cucullatus,4,NULL,4,5,NULL
40850,246,Ruddy Duck,Oxyura jamaicensis,2,NULL,2,2,NULL
40851,246,Wild Turkey,Meleagris gallopavo,5,4,4,5,NULL
40852,246,Northern Bobwhite,Colinus virginianus,3,3,3,3,NULL
40853,246,Common Loon,Gavia immer,2,NULL,NULL,NULL,NULL
40854,246,Pied-billed Grebe,Podilymbus podiceps,4,NULL,4,4,NULL
40855,246,Horned Grebe,Podiceps auritus,2,NULL,NULL,NULL,NULL
40856,246,Double-crested Cormorant,Phalacrocorax auritus,2,3,2,2,NULL
40857,246,Great Blue Heron,Ardea herodias,5,5,5,5,NULL
40858,246,Great Egret,Ardea alba,3,2,2,NULL,NULL
40859,246,Green Heron,Butorides virescens,2,2,3,NULL,NULL
40860,246,Black Vulture,Coragyps atratus,4,4,4,4,NULL
40861,246,Turkey Vulture,Cathartes aura,5,5,5,5,NULL
40862,246,Osprey,Pandion haliaetus,5,5,5,NULL,NULL
40863,246,Bald Eagle,Haliaeetus leucocephalus,2,2,2,2,NULL
40864,246,Northern Harrier,Circus cyaneus,3,NULL,3,3,NULL
40865,246,Sharp-shinned Hawk,Accipiter striatus,2,NULL,4,2,NULL
40866,246,Cooper's Hawk,Accipiter cooperii,4,NULL,4,4,NULL
40867,246,Red-shouldered Hawk,Buteo lineatus,2,2,2,2,NULL
40868,246,Broad-winged Hawk,Buteo platypterus,2,2,4,NULL,NULL
40869,246,Red-tailed Hawk,Buteo jamaicensis,5,5,5,5,NULL
40870,246,American Kestrel,Falco sparverius,3,NULL,3,2,NULL
40871,246,American Coot,Fulica americana,3,NULL,3,3,NULL
40872,246,Semipalmated Plover,Charadrius semipalmatus,3,3,3,NULL,NULL
40873,246,Killdeer,Charadrius vociferus,4,4,4,4,NULL
40874,246,Spotted Sandpiper,Actitis macularius,4,4,2,NULL,NULL
40875,246,Solitary Sandpiper,Tringa solitaria,2,2,3,NULL,NULL
40876,246,Greater Yellowlegs,Tringa melanoleuca,2,2,2,NULL,NULL
40877,246,Lesser Yellowlegs,Tringa flavipes,2,2,2,NULL,NULL
40878,246,Semipalmated Sandpiper,Calidris pusilla,3,3,2,NULL,NULL
40879,246,Least Sandpiper,Calidris minutilla,4,4,4,NULL,NULL
40880,246,Pectoral Sandpiper,Calidris melanotos,3,2,2,NULL,NULL
40881,246,Dunlin,Calidris alpina,1,NULL,3,NULL,NULL
40882,246,Wilson's Snipe,Gallinago delicata,2,NULL,3,2,NULL
40883,246,American Woodcock,Scolopax minor,2,NULL,2,4,NULL
40884,246,Laughing Gull,Larus atricilla,1,NULL,1,NULL,NULL
40885,246,Bonaparte's Gull,Larus philadelphia,4,NULL,NULL,4,NULL
40886,246,Ring-billed Gull,Larus delawarensis,5,NULL,2,5,NULL
40887,246,Herring Gull,Larus argentatus,1,NULL,NULL,1,NULL
40888,246,Caspian Tern,Hydroprogne caspia,3,1,1,NULL,NULL
40889,246,Black Tern,Chlidonias niger,3,1,1,NULL,NULL
40890,246,Rock Pigeon,Columba livia,2,2,2,2,NULL
40891,246,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
40892,246,Yellow-billed Cuckoo,Coccyzus americanus,2,4,4,NULL,NULL
40893,246,Eastern Screech-Owl,Megascops asio,2,2,2,2,NULL
40894,246,Great Horned Owl,Bubo virginianus,4,4,4,4,NULL
40895,246,Barred Owl,Strix varia,4,4,4,4,NULL
40896,246,Common Nighthawk,Chordeiles minor,NULL,3,2,NULL,NULL
40897,246,Whip-poor-will,Caprimulgus vociferus,2,2,NULL,NULL,NULL
40898,246,Chimney Swift,Chaetura pelagica,4,4,4,NULL,NULL
40899,246,Ruby-throated Hummingbird,Archilochus colubris,4,4,4,NULL,NULL
40900,246,Belted Kingfisher,Ceryle alcyon,4,4,4,4,NULL
40901,246,Red-headed Woodpecker,Melanerpes erythrocephalus,3,3,3,3,NULL
40902,246,Red-bellied Woodpecker,Melanerpes carolinus,5,5,5,5,NULL
40903,246,Yellow-bellied Sapsucker,Sphyrapicus varius,2,NULL,2,2,NULL
40904,246,Downy Woodpecker,Picoides pubescens,5,5,5,5,NULL
40905,246,Hairy Woodpecker,Picoides villosus,2,2,2,2,NULL
40906,246,Northern Flicker,Colaptes auratus,4,4,4,4,NULL
40907,246,Pileated Woodpecker,Dryocopus pileatus,2,2,2,2,NULL
40908,246,Eastern Wood-Pewee,Contopus virens,4,4,4,NULL,NULL
40909,246,Acadian Flycatcher,Empidonax virescens,4,4,2,NULL,NULL
40910,246,Eastern Phoebe,Sayornis phoebe,4,4,4,2,NULL
40911,246,Great Crested Flycatcher,Myiarchus crinitus,5,5,4,NULL,NULL
40912,246,Eastern Kingbird,Tyrannus tyrannus,2,2,3,NULL,NULL
40913,246,Loggerhead Shrike,Lanius ludovicianus,3,NULL,NULL,NULL,NULL
40914,246,White-eyed Vireo,Vireo griseus,2,2,2,NULL,NULL
40915,246,Yellow-throated Vireo,Vireo flavifrons,2,2,2,NULL,NULL
40916,246,Blue-headed Vireo,Vireo solitarius,2,2,2,NULL,NULL
40917,246,Warbling Vireo,Vireo gilvus,1,NULL,NULL,NULL,NULL
40918,246,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
40919,246,Red-eyed Vireo,Vireo olivaceus,5,5,5,NULL,NULL
40920,246,Blue Jay,Cyanocitta cristata,5,5,5,5,NULL
40921,246,American Crow,Corvus brachyrhynchos,5,5,5,5,NULL
40922,246,Fish Crow,Corvus ossifragus,2,2,2,NULL,NULL
40923,246,Purple Martin,Progne subis,2,2,3,NULL,NULL
40924,246,Tree Swallow,Tachycineta bicolor,4,4,4,NULL,NULL
40925,246,Northern Rough-winged Swallow,Stelgidopteryx serripennis,4,4,2,NULL,NULL
40926,246,Bank Swallow,Riparia riparia,2,2,3,NULL,NULL
40927,246,Cliff Swallow,Petrochelidon pyrrhonota,2,2,3,NULL,NULL
40928,246,Barn Swallow,Hirundo rustica,5,5,5,NULL,NULL
40929,246,Carolina Chickadee,Poecile carolinensis,5,5,5,5,NULL
40930,246,Tufted Titmouse,Baeolophus bicolor,5,5,5,5,NULL
40931,246,Red-breasted Nuthatch,Sitta canadensis,NULL,NULL,3,3,NULL
40932,246,White-breasted Nuthatch,Sitta carolinensis,4,4,4,4,NULL
40933,246,Brown-headed Nuthatch,Sitta pusilla,4,4,4,4,NULL
40934,246,Brown Creeper,Certhia americana,NULL,NULL,3,3,NULL
40935,246,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
40936,246,House Wren,Troglodytes aedon,4,4,4,3,NULL
40937,246,Winter Wren,Troglodytes troglodytes,2,NULL,3,2,NULL
40938,246,Golden-crowned Kinglet,Regulus satrapa,4,NULL,2,4,NULL
40939,246,Ruby-crowned Kinglet,Regulus calendula,4,NULL,2,4,NULL
40940,246,Blue-gray Gnatcatcher,Polioptila caerulea,4,4,2,NULL,NULL
40941,246,Eastern Bluebird,Sialia sialis,4,4,4,4,NULL
40942,246,Veery,Catharus fuscescens,2,NULL,2,NULL,NULL
40943,246,Gray-cheeked Thrush,Catharus minimus,2,NULL,2,NULL,NULL
40944,246,Swainson's Thrush,Catharus ustulatus,4,NULL,4,NULL,NULL
40945,246,Hermit Thrush,Catharus guttatus,2,NULL,2,2,NULL
40946,246,Wood Thrush,Hylocichla mustelina,4,4,4,NULL,NULL
40947,246,American Robin,Turdus migratorius,5,5,5,4,NULL
40948,246,Gray Catbird,Dumetella carolinensis,5,5,5,NULL,NULL
40949,246,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
40950,246,Brown Thrasher,Toxostoma rufum,4,4,4,4,NULL
40951,246,European Starling,Sturnus vulgaris,5,5,5,5,NULL
40952,246,Cedar Waxwing,Bombycilla cedrorum,2,3,3,2,NULL
40953,246,Blue-winged Warbler,Vermivora pinus,3,NULL,3,NULL,NULL
40954,246,Tennessee Warbler,Vermivora peregrina,2,NULL,4,NULL,NULL
40955,246,Northern Parula,Parula americana,4,2,4,NULL,NULL
40956,246,Yellow Warbler,Dendroica petechia,4,2,4,NULL,NULL
40957,246,Chestnut-sided Warbler,Dendroica pensylvanica,2,NULL,4,NULL,NULL
40958,246,Magnolia Warbler,Dendroica magnolia,2,NULL,4,NULL,NULL
40959,246,Cape May Warbler,Dendroica tigrina,4,NULL,4,NULL,NULL
40960,246,Black-throated Blue Warbler,Dendroica caerulescens,5,NULL,4,NULL,NULL
40961,246,Yellow-rumped Warbler,Dendroica coronata,5,NULL,5,2,NULL
40962,246,Black-throated Green Warbler,Dendroica virens,4,NULL,4,NULL,NULL
40963,246,Blackburnian Warbler,Dendroica fusca,2,NULL,4,NULL,NULL
40964,246,Yellow-throated Warbler,Dendroica dominica,4,4,2,NULL,NULL
40965,246,Pine Warbler,Dendroica pinus,5,5,5,5,NULL
40966,246,Prairie Warbler,Dendroica discolor,5,5,4,NULL,NULL
40967,246,Palm Warbler,Dendroica palmarum,2,NULL,4,3,NULL
40968,246,Bay-breasted Warbler,Dendroica castanea,3,NULL,2,NULL,NULL
40969,246,Blackpoll Warbler,Dendroica striata,5,NULL,3,NULL,NULL
40970,246,Cerulean Warbler,Dendroica cerulea,1,NULL,1,NULL,NULL
40971,246,Black-and-white Warbler,Mniotilta varia,5,4,5,NULL,NULL
40972,246,American Redstart,Setophaga ruticilla,5,5,5,NULL,NULL
40973,246,Prothonotary Warbler,Protonotaria citrea,2,2,3,NULL,NULL
40974,246,Worm-eating Warbler,Helmitheros vermivorum,2,NULL,2,NULL,NULL
40975,246,Ovenbird,Seiurus aurocapilla,4,4,4,NULL,NULL
40976,246,Northern Waterthrush,Seiurus noveboracensis,2,NULL,4,NULL,NULL
40977,246,Louisiana Waterthrush,Seiurus motacilla,3,3,NULL,NULL,NULL
40978,246,Kentucky Warbler,Oporornis formosus,4,4,2,NULL,NULL
40979,246,Common Yellowthroat,Geothlypis trichas,5,5,5,NULL,NULL
40980,246,Hooded Warbler,Wilsonia citrina,5,5,4,NULL,NULL
40981,246,Wilson's Warbler,Wilsonia pusilla,1,NULL,1,NULL,NULL
40982,246,Canada Warbler,Wilsonia canadensis,3,NULL,3,NULL,NULL
40983,246,Yellow-breasted Chat,Icteria virens,5,5,2,NULL,NULL
40984,246,Summer Tanager,Piranga rubra,4,4,4,NULL,NULL
40985,246,Scarlet Tanager,Piranga olivacea,4,4,4,NULL,NULL
40986,246,Eastern Towhee,Pipilo erythrophthalmus,4,4,4,4,NULL
40987,246,Chipping Sparrow,Spizella passerina,4,4,4,2,NULL
40988,246,Field Sparrow,Spizella pusilla,2,2,2,2,NULL
40989,246,Vesper Sparrow,Pooecetes gramineus,3,NULL,3,1,NULL
40990,246,Savannah Sparrow,Passerculus sandwichensis,2,NULL,2,2,NULL
40991,246,Grasshopper Sparrow,Ammodramus savannarum,4,4,2,NULL,NULL
40992,246,Fox Sparrow,Passerella iliaca,NULL,NULL,NULL,3,NULL
40993,246,Song Sparrow,Melospiza melodia,4,NULL,4,5,NULL
40994,246,Swamp Sparrow,Melospiza georgiana,4,NULL,4,2,NULL
40995,246,White-throated Sparrow,Zonotrichia albicollis,5,NULL,4,5,NULL
40996,246,White-crowned Sparrow,Zonotrichia leucophrys,3,NULL,3,3,NULL
40997,246,Dark-eyed Junco,Junco hyemalis,5,NULL,5,5,NULL
40998,246,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
40999,246,Rose-breasted Grosbeak,Pheucticus ludovicianus,4,NULL,4,NULL,NULL
41000,246,Blue Grosbeak,Passerina caerulea,2,2,2,NULL,NULL
41001,246,Indigo Bunting,Passerina cyanea,4,4,4,NULL,NULL
41002,246,Bobolink,Dolichonyx oryzivorus,4,NULL,3,NULL,NULL
41003,246,Red-winged Blackbird,Agelaius phoeniceus,2,2,2,3,NULL
41004,246,Eastern Meadowlark,Sturnella magna,2,2,2,3,NULL
41005,246,Rusty Blackbird,Euphagus carolinus,NULL,NULL,3,1,NULL
41006,246,Common Grackle,Quiscalus quiscula,2,2,2,3,NULL
41007,246,Brown-headed Cowbird,Molothrus ater,2,2,2,3,NULL
41008,246,Orchard Oriole,Icterus spurius,4,4,NULL,NULL,NULL
41009,246,Baltimore Oriole,Icterus galbula,2,NULL,4,NULL,NULL
41010,246,Purple Finch,Carpodacus purpureus,NULL,NULL,1,3,NULL
41011,246,House Finch,Carpodacus mexicanus,2,2,2,2,NULL
41012,246,Pine Siskin,Carduelis pinus,1,NULL,NULL,3,NULL
41013,246,American Goldfinch,Carduelis tristis,4,4,4,4,NULL
41014,246,House Sparrow,Passer domesticus,2,2,2,2,NULL
41015,247,Canada Goose,Branta canadensis,5,5,5,5,NULL
41016,247,Wood Duck,Aix sponsa,2,2,2,2,NULL
41017,247,Gadwall,Anas strepera,2,NULL,2,2,NULL
41018,247,American Wigeon,Anas americana,1,NULL,3,3,NULL
41019,247,Mallard,Anas platyrhynchos,5,5,5,5,NULL
41020,247,Blue-winged Teal,Anas discors,4,NULL,4,NULL,NULL
41021,247,Green-winged Teal,Anas crecca,4,NULL,4,4,NULL
41022,247,Canvasback,Aythya valisineria,3,NULL,3,3,NULL
41023,247,Redhead,Aythya americana,3,NULL,3,3,NULL
41024,247,Ring-necked Duck,Aythya collaris,4,NULL,4,5,NULL
41025,247,Greater Scaup,Aythya marila,3,NULL,3,3,NULL
41026,247,Lesser Scaup,Aythya affinis,2,NULL,2,4,NULL
41027,247,Bufflehead,Bucephala albeola,4,NULL,4,5,NULL
41028,247,Hooded Merganser,Lophodytes cucullatus,4,NULL,4,5,NULL
41029,247,Ruddy Duck,Oxyura jamaicensis,NULL,NULL,NULL,3,NULL
41030,247,Wild Turkey,Meleagris gallopavo,5,4,4,5,NULL
41031,247,Northern Bobwhite,Colinus virginianus,3,3,3,3,NULL
41032,247,Common Loon,Gavia immer,2,NULL,2,2,NULL
41033,247,Pied-billed Grebe,Podilymbus podiceps,4,NULL,4,4,NULL
41034,247,Horned Grebe,Podiceps auritus,2,NULL,NULL,NULL,NULL
41035,247,Double-crested Cormorant,Phalacrocorax auritus,2,3,2,2,NULL
41036,247,Great Blue Heron,Ardea herodias,5,5,5,5,NULL
41037,247,Great Egret,Ardea alba,3,3,3,NULL,NULL
41038,247,Cattle Egret,Bubulcus ibis,1,NULL,NULL,NULL,NULL
41039,247,Green Heron,Butorides virescens,2,2,3,NULL,NULL
41040,247,Black Vulture,Coragyps atratus,4,4,4,4,NULL
41041,247,Turkey Vulture,Cathartes aura,5,5,5,5,NULL
41042,247,Osprey,Pandion haliaetus,5,5,5,NULL,NULL
41043,247,Bald Eagle,Haliaeetus leucocephalus,2,2,2,2,NULL
41044,247,Northern Harrier,Circus cyaneus,2,NULL,2,2,NULL
41045,247,Sharp-shinned Hawk,Accipiter striatus,2,NULL,4,2,NULL
41046,247,Cooper's Hawk,Accipiter cooperii,4,NULL,4,4,NULL
41047,247,Red-shouldered Hawk,Buteo lineatus,2,2,2,2,NULL
41048,247,Broad-winged Hawk,Buteo platypterus,2,2,4,NULL,NULL
41049,247,Red-tailed Hawk,Buteo jamaicensis,5,5,5,5,NULL
41050,247,American Kestrel,Falco sparverius,3,NULL,3,2,NULL
41051,247,Merlin,Falco columbarius,1,NULL,1,NULL,NULL
41052,247,Peregrine Falcon,Falco peregrinus,1,NULL,1,NULL,NULL
41053,247,American Coot,Fulica americana,3,NULL,3,3,NULL
41054,247,Killdeer,Charadrius vociferus,4,4,4,4,NULL
41055,247,Spotted Sandpiper,Actitis macularius,4,4,2,NULL,NULL
41056,247,Solitary Sandpiper,Tringa solitaria,2,2,3,NULL,NULL
41057,247,Greater Yellowlegs,Tringa melanoleuca,2,2,2,NULL,NULL
41058,247,Lesser Yellowlegs,Tringa flavipes,2,2,2,NULL,NULL
41059,247,Semipalmated Sandpiper,Calidris pusilla,3,3,2,NULL,NULL
41060,247,Least Sandpiper,Calidris minutilla,4,4,4,NULL,NULL
41061,247,Dunlin,Calidris alpina,1,NULL,3,NULL,NULL
41062,247,Wilson's Snipe,Gallinago delicata,3,NULL,3,3,NULL
41063,247,American Woodcock,Scolopax minor,2,NULL,2,4,NULL
41064,247,Laughing Gull,Larus atricilla,1,NULL,1,NULL,NULL
41065,247,Bonaparte's Gull,Larus philadelphia,4,NULL,NULL,4,NULL
41066,247,Ring-billed Gull,Larus delawarensis,5,NULL,2,5,NULL
41067,247,Herring Gull,Larus argentatus,2,NULL,3,2,NULL
41068,247,Caspian Tern,Hydroprogne caspia,2,3,3,NULL,NULL
41069,247,Rock Pigeon,Columba livia,2,2,2,2,NULL
41070,247,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
41071,247,Yellow-billed Cuckoo,Coccyzus americanus,2,4,4,NULL,NULL
41072,247,Eastern Screech-Owl,Megascops asio,2,2,2,2,NULL
41073,247,Great Horned Owl,Bubo virginianus,4,4,4,4,NULL
41074,247,Barred Owl,Strix varia,4,4,4,4,NULL
41075,247,Common Nighthawk,Chordeiles minor,NULL,3,2,NULL,NULL
41076,247,Chuck-will's-widow,Caprimulgus carolinensis,3,3,NULL,NULL,NULL
41077,247,Whip-poor-will,Caprimulgus vociferus,2,2,NULL,NULL,NULL
41078,247,Chimney Swift,Chaetura pelagica,4,4,4,NULL,NULL
41079,247,Ruby-throated Hummingbird,Archilochus colubris,4,4,4,NULL,NULL
41080,247,Belted Kingfisher,Ceryle alcyon,4,4,4,4,NULL
41081,247,Red-headed Woodpecker,Melanerpes erythrocephalus,2,2,2,2,NULL
41082,247,Red-bellied Woodpecker,Melanerpes carolinus,5,5,5,5,NULL
41083,247,Yellow-bellied Sapsucker,Sphyrapicus varius,2,NULL,2,2,NULL
41084,247,Downy Woodpecker,Picoides pubescens,5,5,5,5,NULL
41085,247,Hairy Woodpecker,Picoides villosus,2,2,2,2,NULL
41086,247,Northern Flicker,Colaptes auratus,4,4,4,4,NULL
41087,247,Pileated Woodpecker,Dryocopus pileatus,2,2,2,2,NULL
41088,247,Eastern Wood-Pewee,Contopus virens,4,4,4,NULL,NULL
41089,247,Acadian Flycatcher,Empidonax virescens,4,4,2,NULL,NULL
41090,247,Eastern Phoebe,Sayornis phoebe,4,4,4,2,NULL
41091,247,Great Crested Flycatcher,Myiarchus crinitus,5,5,4,NULL,NULL
41092,247,Eastern Kingbird,Tyrannus tyrannus,2,2,3,NULL,NULL
41093,247,Loggerhead Shrike,Lanius ludovicianus,2,2,2,NULL,NULL
41094,247,White-eyed Vireo,Vireo griseus,2,2,2,NULL,NULL
41095,247,Yellow-throated Vireo,Vireo flavifrons,4,4,4,NULL,NULL
41096,247,Blue-headed Vireo,Vireo solitarius,2,2,2,NULL,NULL
41097,247,Warbling Vireo,Vireo gilvus,1,NULL,NULL,NULL,NULL
41098,247,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
41099,247,Red-eyed Vireo,Vireo olivaceus,5,5,5,NULL,NULL
41100,247,Blue Jay,Cyanocitta cristata,5,5,5,5,NULL
41101,247,American Crow,Corvus brachyrhynchos,5,5,5,5,NULL
41102,247,Fish Crow,Corvus ossifragus,2,2,2,NULL,NULL
41103,247,Purple Martin,Progne subis,2,2,3,NULL,NULL
41104,247,Tree Swallow,Tachycineta bicolor,4,4,4,NULL,NULL
41105,247,Northern Rough-winged Swallow,Stelgidopteryx serripennis,4,4,2,NULL,NULL
41106,247,Bank Swallow,Riparia riparia,2,2,3,NULL,NULL
41107,247,Cliff Swallow,Petrochelidon pyrrhonota,2,2,3,NULL,NULL
41108,247,Barn Swallow,Hirundo rustica,5,5,5,NULL,NULL
41109,247,Carolina Chickadee,Poecile carolinensis,5,5,5,5,NULL
41110,247,Tufted Titmouse,Baeolophus bicolor,5,5,5,5,NULL
41111,247,Red-breasted Nuthatch,Sitta canadensis,NULL,NULL,3,3,NULL
41112,247,White-breasted Nuthatch,Sitta carolinensis,4,4,4,4,NULL
41113,247,Brown-headed Nuthatch,Sitta pusilla,4,4,4,4,NULL
41114,247,Brown Creeper,Certhia americana,NULL,NULL,3,3,NULL
41115,247,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
41116,247,House Wren,Troglodytes aedon,4,4,4,3,NULL
41117,247,Winter Wren,Troglodytes troglodytes,2,NULL,3,2,NULL
41118,247,Golden-crowned Kinglet,Regulus satrapa,4,NULL,2,4,NULL
41119,247,Ruby-crowned Kinglet,Regulus calendula,4,NULL,2,4,NULL
41120,247,Blue-gray Gnatcatcher,Polioptila caerulea,4,4,2,NULL,NULL
41121,247,Eastern Bluebird,Sialia sialis,4,4,4,4,NULL
41122,247,Veery,Catharus fuscescens,2,NULL,2,NULL,NULL
41123,247,Gray-cheeked Thrush,Catharus minimus,2,NULL,2,NULL,NULL
41124,247,Swainson's Thrush,Catharus ustulatus,4,NULL,4,NULL,NULL
41125,247,Hermit Thrush,Catharus guttatus,2,NULL,2,2,NULL
41126,247,Wood Thrush,Hylocichla mustelina,4,4,4,NULL,NULL
41127,247,American Robin,Turdus migratorius,5,5,5,4,NULL
41128,247,Gray Catbird,Dumetella carolinensis,5,5,5,NULL,NULL
41129,247,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
41130,247,Brown Thrasher,Toxostoma rufum,4,4,4,4,NULL
41131,247,European Starling,Sturnus vulgaris,5,5,5,5,NULL
41132,247,American Pipit,Anthus rubescens,3,NULL,3,3,NULL
41133,247,Cedar Waxwing,Bombycilla cedrorum,2,3,3,2,NULL
41134,247,Blue-winged Warbler,Vermivora pinus,3,NULL,3,NULL,NULL
41135,247,Tennessee Warbler,Vermivora peregrina,2,NULL,4,NULL,NULL
41136,247,Northern Parula,Parula americana,4,2,4,NULL,NULL
41137,247,Yellow Warbler,Dendroica petechia,4,2,4,NULL,NULL
41138,247,Chestnut-sided Warbler,Dendroica pensylvanica,2,NULL,4,NULL,NULL
41139,247,Magnolia Warbler,Dendroica magnolia,2,NULL,4,NULL,NULL
41140,247,Cape May Warbler,Dendroica tigrina,4,NULL,4,NULL,NULL
41141,247,Black-throated Blue Warbler,Dendroica caerulescens,5,NULL,4,NULL,NULL
41142,247,Yellow-rumped Warbler,Dendroica coronata,5,NULL,5,2,NULL
41143,247,Black-throated Green Warbler,Dendroica virens,4,NULL,4,NULL,NULL
41144,247,Blackburnian Warbler,Dendroica fusca,2,NULL,4,NULL,NULL
41145,247,Yellow-throated Warbler,Dendroica dominica,4,4,2,NULL,NULL
41146,247,Pine Warbler,Dendroica pinus,5,5,5,5,NULL
41147,247,Prairie Warbler,Dendroica discolor,5,5,4,NULL,NULL
41148,247,Palm Warbler,Dendroica palmarum,2,NULL,4,3,NULL
41149,247,Bay-breasted Warbler,Dendroica castanea,3,NULL,2,NULL,NULL
41150,247,Blackpoll Warbler,Dendroica striata,5,NULL,3,NULL,NULL
41151,247,Cerulean Warbler,Dendroica cerulea,1,NULL,1,NULL,NULL
41152,247,Black-and-white Warbler,Mniotilta varia,5,4,5,NULL,NULL
41153,247,American Redstart,Setophaga ruticilla,5,5,5,NULL,NULL
41154,247,Prothonotary Warbler,Protonotaria citrea,2,2,3,NULL,NULL
41155,247,Worm-eating Warbler,Helmitheros vermivorum,2,NULL,2,NULL,NULL
41156,247,Ovenbird,Seiurus aurocapilla,4,4,4,NULL,NULL
41157,247,Northern Waterthrush,Seiurus noveboracensis,2,NULL,4,NULL,NULL
41158,247,Louisiana Waterthrush,Seiurus motacilla,2,2,NULL,NULL,NULL
41159,247,Kentucky Warbler,Oporornis formosus,2,2,2,NULL,NULL
41160,247,Common Yellowthroat,Geothlypis trichas,5,5,5,NULL,NULL
41161,247,Hooded Warbler,Wilsonia citrina,5,5,4,NULL,NULL
41162,247,Wilson's Warbler,Wilsonia pusilla,1,NULL,1,NULL,NULL
41163,247,Canada Warbler,Wilsonia canadensis,3,NULL,3,NULL,NULL
41164,247,Yellow-breasted Chat,Icteria virens,5,5,2,NULL,NULL
41165,247,Summer Tanager,Piranga rubra,4,4,4,NULL,NULL
41166,247,Scarlet Tanager,Piranga olivacea,4,4,4,NULL,NULL
41167,247,Eastern Towhee,Pipilo erythrophthalmus,4,4,4,4,NULL
